book,chapter,id,problem,translation,answer,value,expression,algorithm_id,hint
九章算术,卷第八　方程,〔一七〕,今有五羊、四犬、三鸡、二兔，直钱一千四百九十六；四羊、二犬、六鸡、三兔直钱一千一百七十五；三羊、一犬、七鸡、五兔，直钱九百五十八；二羊、三犬、五鸡、一兔，直钱八百六十一。问︰羊、犬、鸡、兔价各几何？,现在这里有五只羊、四只犬、三只鸡和二只兔子，价值一千四百九十六元。接着，有四只羊、两只犬、六只鸡和三只兔子，价值一千一百七十五元。有三只羊、一只犬、七只鸡和五只兔子，价值九百五十八元。最后，有两只羊、三只犬、五只鸡和一只兔子，价值八百六十一元。那么，羊、犬、鸡、兔的价格也分别是多少？,羊价一百七十七，犬价一百二十一，鸡价二十三，兔价二十九。,,,33,如方程，以正负术入之。
九章算术,卷第八　方程,〔一八〕,今有麻九斗、麦七斗、菽三斗、答二斗、黍五斗，直钱一百四十；麻七斗、麦六斗、菽四斗、答五斗、黍三斗，直钱一百二十八；麻三斗、麦五斗、菽七斗、答六斗、黍四斗，直钱一百一十六；麻二斗、麦五斗、菽三斗、答九斗、黍四斗，直钱一百一十二；麻一斗、麦三斗、菽二斗、答八斗、黍五斗，直钱九十五。问︰一斗直几何？,现在有麻九斗、麦七斗、菽三斗、答二斗、黍五斗，总共价值一百四十；麻七斗、麦六斗、菽四斗、答五斗、黍三斗，总共价值一百二十八；麻三斗、麦五斗、菽七斗、答六斗、黍四斗，总共价值一百一十六；麻二斗、麦五斗、菽三斗、答九斗、黍四斗，总共价值一百一十二块大洋；麻一斗、麦三斗、菽二斗、答八斗、黍五斗，总共价值九十五。那么，每种作物一斗各多少钱呢？,麻一斗七钱，麦一斗四钱，菽一斗三钱，答一斗五钱，黍一斗六钱。,,,33,如方程，以正负术入之。
九章算术,卷第九　句股,〔一〕,今有句三尺，股四尺，问︰为弦几何？,直角三角形，一个直角边长三尺，另一个直角边长四尺，问斜边长多少？,五尺。,,,34,
九章算术,卷第九　句股,〔二〕,今有弦五尺，句三尺，问︰为股几何？,现有直角三角形，有五尺长的斜边，短直角边为三尺，问另一边长是多少？,四尺。,,,34,
九章算术,卷第九　句股,〔三〕,今有股四尺，弦五尺，问︰为句几何？,现在有一个直角三角形，长直角边长四尺、斜边长五尺，请问另一边长多少？,三尺。,,,34,
九章算术,卷第九　句股,〔四〕,今有圆材径二尺五寸，欲为方版，令厚七寸。问︰广几何？,现在有一个直径为二尺五寸的圆材，想把它切成方板，使其厚度为7寸。问方板的宽度是多少？,二尺四寸。,,,34,令径二尺五寸自乘，以七寸自乘减之，其馀开方除之，即广。
九章算术,卷第九　句股,〔五〕,今有木长二丈，围之三尺。葛生其下，缠木七周，上与木齐。问︰葛长几何？,现在有一个长为二丈，周长为三尺的树。葛生长在木条下面的部分，缠绕了木条7遍，上面的部分与木条齐平。问：葛的长度是多少？,二丈九尺。,,,34,以七周乘三尺为股，木长为句，为之求弦。弦者，葛之长。
九章算术,卷第九　句股,〔六〕,今有池方一丈，葭生其中央，出水一尺。引葭赴岸，适与岸齐。问︰水深、葭长各几何？,现在有一个正方形大水池，边长一丈，其正中长有一根葭，露出水面一尺。将葭拉到岸边，刚好与岸边齐平。问：水深是多少，葭长是多少？,水深一丈二尺；葭长一丈三尺。,,,34,半池方自乘，以出水一尺自乘，减之，馀，倍出水除之，即得水深。加出水数，得葭长。
九章算术,卷第九　句股,〔七〕,今有立木，系索其末，委地三尺。引索却行，去本八尺而索尽。问︰索长几何？,现在有一颗直立的大树，把树的末端系上绳子，在地上有三尺。将绳子拖着走动，走的距离离树根部八尺时而绳子绷直。问：绳子长多少？,一丈二尺、六分尺之一。,,,34,以去本自乘，令如委数而一，所得，加委地数而半之，即索长
九章算术,卷第九　句股,〔八〕,今有垣高一丈。倚木于垣，上与垣齐。引木却行一尺，其木至地。问︰木几何？,现在有一个高一丈的墙，将木头靠在墙上，木头顶部与墙齐。将木远离墙移动一尺，木头就平躺在地面了。问：木头长度是多少？,五丈五寸。,,,34,以垣高十尺自乘，如却行尺数而一，所得，以加却行尺数而半之，即木长数。
九章算术,卷第九　句股,〔九〕,今有圆材，埋在壁中，不知大小。以鐻鐻之，深一寸，鐻道长一尺。问︰径几何？,现在有一块圆形的材料，被埋在墙壁里，不知道大小。用鐻子(一种测量工具)测量它，深一寸，鐻子长一尺。问：它的直径是多少？,材径二尺六寸。,,,34,半鐻道自乘，如深寸而一，以深寸增之，即材径。
九章算术,卷第九　句股,〔一〇〕,今有开门去阃一尺，不合二寸。问︰门广几何？,现在有一个门，把门打开离门槛一尺，中间开口长二寸。问门有多宽？,一丈一寸。,,,34,以去阃一尺自乘，所得，以不合二寸半之而一，所得，增不合之半，即得门广。
九章算术,卷第九　句股,〔一一〕,今有户高多于广六尺八寸，两隅相去适一丈。问︰户高、广各几何？,现在有一个房屋，高度超过宽度六尺八寸，两对角距离一丈。问这个房屋的高度和宽度各是多少？,广二尺八寸；高九尺六寸。,,,34,令一丈自乘为实。半相多，令自乘，倍之，减实，半其馀。以开方除之，所得，减相多之半，即户广。加相多之半，即户高。
九章算术,卷第九　句股,〔一二〕,今有户不知高广，竿不知长短。横之不出四尺，从之不出二尺，邪之适出。问︰户高、广、邪各几何？,现在有一个房屋，不知道房屋的高度和宽度，有一根木杆，也不知道长短。横着超过四尺，竖着超过两尺，如果斜着，就刚好。问这个房屋高、宽、对角线各是多少？,广六尺，高八尺，袤一丈。,,,34,从、横不出相乘，倍，而开方除之。所得加从不出即户广，加横不出即户高，两不出加之，得户袤。
九章算术,卷第九　句股,〔一三〕,今有竹高一丈，末折抵地，去本三尺。问︰折者高几何？,现在有一个高为一丈的竹子，它被人折断后末尾抵在地上，距离树根三尺。问：折断竹子的人身高多少？,四尺、二十分尺之十一。,,,34,以去本自乘，令如高而一，所得，以减竹高而半其馀，即折者之高也。
九章算术,卷第九　句股,〔一四〕,今有二人同所立。甲行率七，乙行率三。乙东行。甲南行十步而邪东北与乙会。问︰甲乙行各几何？,现在有两个人在同一个地方站立。同样时间内，甲的步伐是七步，乙的步伐是三步。乙向东走。甲南行十步，然后朝着东北方向和乙相遇。问甲和乙分别走了多少步？,乙东行一十步半；甲邪行一十四步半及之。,,,34,令七自乘，三亦自乘，并而半之，以为甲邪行率。邪行率减于七自乘，馀为南行率。以三乘七为乙东行率。置南行十步，以甲邪行率乘之，副置十步，以乙东行率乘之，各自为实。实如南行率而一，各得行数。
九章算术,卷第九　句股,〔一五〕,今有句五步，股十二步。问︰句中容方几何？,现在有一个直角三角形直角短边是五步，直角长边是十二步。问：三角形的内接正方形的边长是多少？,方三步、十七分步之九。,,,34,并句、股为法，句股相乘为实，实如法而一，得方一步。
九章算术,卷第九　句股,〔一六〕,今有句八步，股十五步。问︰句中容圆，径几何？,现在有一个直角三角形直角短边是八步，直角长边是十五步。问三角形内接圆直径是多少？,六步。,,,34,八步为句，十五步为股，为之求弦。三位并之为法，以句乘股，倍之为实。实如法得径一步。
九章算术,卷第九　句股,〔一七〕,今有邑方二百步，各中开门。出东门十五步有木。问︰出南门几何步而见木？,现在有一个边长二百步的邑，每个边中间都有门。从东门出去十五步的地方有棵树。问从南门出去多少步才能看到这棵树？,六百六十六步、太半步。,,,34,出东门步数为法，半邑方自乘为实，实如法得一步。
九章算术,卷第九　句股,〔一八〕,今有邑，东西七里，南北九里，各中开门。出东门十五里有木。问︰出南门几何步而见木？,现在有一个邑，东西有七里长，南北有九里长，每个方向都有门。从东门出去十五里有树。问：从南门出去多少步才能看到树？,三百一十五步。,,,34,东门南至隅步数，以乘南门东至隅步数为实。以木去门步数为法。实如法而一。
九章算术,卷第九　句股,〔一九〕,今有邑方不知大小，各中开门。出北门三十步有木，出西门七百五十步见木。问︰邑方几何？,现在有一个未知大小的正方形邑，各个方向中间都有门。从北门走三十步有一棵树，从西门走七百五十步看见树。问：这个邑的边长是多少？,一里。,,,34,令两出门步数相乘，因而四之，为实。开方除之，即得邑方。
九章算术,卷第九　句股,〔二〇〕,今有邑方不知大小，各中开门。出北门二十步有木。出南门十四步，折而西行一千七百七十五步见木。问︰邑方几何？,现在有一个不知大小的方邑，每个方向都有一个门。距离北门出来二十步有一棵树，从南门出来十四步，沿着西方向走一千七百五十五步，看见树。问：这个邑的边长是多少？,二百五十步。,,,34,以出北门步数乘西行步数，倍之，为实。并出南门步数为从法，开方除之，即邑方。
九章算术,卷第九　句股,〔二一〕,今有邑方十里，各中开门。甲乙俱从邑中央而出。乙东出；甲南出，出门不知步数，邪向东北磨邑，适与乙会。率甲行五，乙行三。问︰甲、乙行各几何？,现在有一个边长十里的邑，每个方向都有一个门。甲乙两个都从邑的中央出发。乙从东边出去；甲从南边出去，出门不知道走了多少步，然后向东北方向走了，刚好与乙相遇。甲的速度是五，乙的速度是三。问：甲、乙分别走了几步？,甲出南门八百步，邪东北行四千八百八十七步半，及乙。乙东行四千三百一十二步半。,,,34,令五自乘，三亦自乘，并而半之，为邪行率。邪行率减于五自乘者，馀，为南行率。以三乘五，为乙东行率。置邑方半之，以南行率乘之，如东行率而一，即得出南门步数。以增邑方半，即南行。置南行步求弦者，以邪行率乘之，求东者以东行率乘之，各自为实。实如南行率得一步。
九章算术,卷第九　句股,〔二二〕,有木去人不知远近。立四表，相去各一丈，令左两表与所望参相直。从后右表望之，入前右表三寸。问︰木去人几何？,有一棵树不知道距离人多远。立四个表，它们之间的距离各是一丈，让左边两表与所望之处对齐。从后面右表向前面右表看，距离前面右表三寸。问：树距离人有多远？,三十三丈三尺三寸、少半寸。,,,34,令一丈自乘为实，以三寸为法，实如法而一。
九章算术,卷第九　句股,〔二三〕,有山居木西，不知其高。山去木五十三里，木高九丈五尺。人立木东三里，望木末适与山峰斜平。人目高七尺。问︰山高几何？,有一座山位于树的西边，不知道它有多高。山距离树的西边有五十三里，木的高度是九丈五尺。人站在木的东边三里处，看到树的末端恰好与山峰的斜线平行。人的眼睛高七尺。问：山的高度多少？,一百六十四丈九尺六寸、太半寸。,,,34,置木高减人目高七尺，馀，以乘五十三里为实。以人去木三里为法。实如法而一，所得，加木高即山高。
九章算术,卷第九　句股,〔二四〕,今有井径五尺，不知其深。立五尺木于井上，从木末望水岸，入径四寸。问︰井深几何,现有一口井，井口直径为五尺，不知道井的深度。在井上竖立了五尺高的木柱，从木柱的末端看向水岸，投入水面直径为四寸。问：井的深度是多少？,五丈七尺五寸。,,,34,置井径五尺，以入径四寸减之，馀，以乘立木五尺为实。以入径四寸为法。实如法得一寸。
